delta 1.0
u 0 0.0 0.0
z 52991 15477 7.5951549309912485 -1.031146414283746
u 52992 1.0966281058209109 -1.5707963267948966
x 52992 -898.3482012726016 -346.7335291139193 -1.2927848555851398
z 52992 3365 5.088571234173515 -0.16530384420771194
z 52992 5949 2.5035660133610844 0.3855268233068072
z 52992 8038 8.172929296229505 0.011944248058262552
z 52992 10092 4.860977246580538 -0.03637433865417128
z 52992 12432 7.395030111020009 0.8755322661713567
z 52992 13946 7.689698717633513 0.41364524999454133
z 52992 14299 7.860433143014954 -0.4139500492492534
z 52992 14307 7.51463724727489 -0.02850465774027855
z 52992 15477 6.641850622511237 0.5034780920253503
u 52993 0.9921668328493117 0.012913422478904334
x 52993 -898.212564986926 -347.44222694499774 -1.470605241751933
z 52993 3365 4.114506551687206 -0.21944342679460638
z 52993 4996 8.446713011221254 0.8726730579072299
z 52993 5949 1.6238910231331871 0.600681566613134
z 52993 8038 7.18078635958556 -0.000210972307408408
z 52993 10092 3.869960406753478 -0.06026542212365227
z 52993 12432 6.796928326799732 0.9743344913848446
z 52993 12440 8.32643291406609 0.8872973159994917
z 52993 13946 6.790038251601301 0.4586319490405244
z 52993 14299 6.9664460202828415 -0.48502231132609275
z 52993 14307 6.523175792240611 -0.0467345653589506
z 52993 15477 5.789096899477284 0.5723735117916666
u 52994 0.9957616442454823 0.0006553237394197026
x 52994 -898.13509960622 -348.4401688509221 -1.5160478367835362
z 52994 356 8.404562700422389 0.43216847104098655
z 52994 389 8.23803129625244 0.07904426402864484
z 52994 3365 3.150184176169329 -0.2890643722544666
z 52994 4249 8.42091429020962 1.2033354759675188
z 52994 4996 7.843566016681529 0.9693968941226441
z 52994 5009 7.928868790640792 -0.813960937183408
z 52994 5949 0.9798267717105594 1.2115576701812483
z 52994 8038 6.185024900861864 -0.000953013760567778
z 52994 10092 2.876658256217822 -0.08188387911259998
z 52994 10772 7.95287782262236 -1.0088306138029797
z 52994 12432 6.291466147245887 1.1049696088448622
z 52994 12440 7.7359509378698394 0.9865860003415827
z 52994 12489 8.403060647265022 -0.7324610314959519
z 52994 13946 5.913468631130745 0.5325456175269858
z 52994 14042 8.049368148400944 0.6889376421695728
z 52994 14299 6.103387400494782 -0.5618632554430874
z 52994 14307 5.5287151623817685 -0.05586310972900588
z 52994 15477 4.981119790398284 0.6801509668272727
u 52995 0.9975237840300684 -0.0010157647221182454
x 52995 -898.1036297725483 -349.23012658220074 -1.5459121970972953
z 52995 356 7.510619484699144 0.4889027046566974
z 52995 389 7.24409607052847 0.09100315569666861
z 52995 4249 8.116613917819384 1.3193213387070895
z 52995 4996 7.3259390705245675 1.0829619220716298
z 52995 5009 7.279754860001556 -0.9126830774982251
z 52995 7909 7.807073831963624 -0.7584448094415386
z 52995 8038 5.187501277545268 -2.284499325000411e-05
z 52995 10092 1.8841810565083252 -0.12391598208689869
z 52995 12432 5.911473727149412 1.2573654740709461
z 52995 12440 7.234243223214936 1.1029157196627857
z 52995 12489 7.689984485239181 -0.8182473630396023
z 52995 13946 5.079697554456213 0.6335185773323513
z 52995 14042 7.307282288812469 0.7768987877468545
z 52995 14299 5.2856906052997505 -0.6614801648219588
z 52995 14307 4.533055319120319 -0.06702264788187895
z 52995 15477 4.252474912650653 0.8293273789007829
u 52996 0.9968375927318135 0.011488851742257954
x 52996 -897.9920607427201 -350.18066400021456 -1.3620002955464416
z 52996 356 6.644052152067017 0.547172837189283
z 52996 389 6.251461116313483 0.09309326088421077
z 52996 3271 7.916978516329659 -0.21742017251037904
z 52996 4249 7.9219042915197555 1.4298275009694352
z 52996 4996 6.9096507052005025 1.198864754307552
z 52996 5009 6.721447483308231 -1.04229764920981
z 52996 7909 7.120902482605016 -0.866949886837173
z 52996 8038 4.190689688470123 -0.012883540309606811
z 52996 12432 5.67812480193414 1.4133483673330964
z 52996 12440 6.8373648107169 1.2215368461091263
z 52996 12489 7.050890903433716 -0.9336744701323738
z 52996 13097 8.263307776952269 0.3613290814383787
z 52996 13946 4.312850125959797 0.7582035978837327
z 52996 14042 6.628955280916879 0.8704089598282829
z 52996 14307 3.5396031880811996 -0.09898769971749521
z 52996 15164 8.493809165545875 -1.1478137560134924
z 52996 15477 3.649052958664575 1.0196022985111757
u 52997 1.0440115085584318 -0.002119946057643464
x 52997 -897.7782568417981 -351.1154006980733 -1.3298654306999982
z 52997 114 7.905035615781193 -0.7750756825006464
z 52997 356 5.778717745466906 0.6435913653854426
z 52997 389 5.212997976167065 0.11404261665960691
z 52997 3271 6.900948456610264 -0.24778325559356507
z 52997 4249 7.844732079408632 1.5641158834473972
z 52997 4996 6.603355303913738 1.3488772418472692
z 52997 5009 6.259252019614186 -1.1846285519099968
z 52997 6219 7.534715420932388 0.17792646854410155
z 52997 7909 6.4932974871216365 -0.9876020096449922
z 52997 8038 3.146775559158509 -0.014686238819553665
z 52997 12432 5.61110196393866 1.6003101678812914
z 52997 12440 6.555018394974189 1.3739328178397754
z 52997 12489 6.483389939805729 -1.0612528438103173
z 52997 13097 7.296495254519079 0.4141953698112051
z 52997 13946 3.6274898112056646 0.9597647661544011
z 52997 14042 6.010262061565835 1.005855546253466
z 52997 14307 2.502676297929759 -0.13766513812180747
z 52997 14512 8.075066146128922 0.47637809199368863
z 52997 15164 8.12019757135455 -1.2631463422136342
z 52997 15477 3.22833748028393 1.3010141346729567
z 52997 16068 8.071696934347901 -0.9153624557301505
u 52998 0.9982750089145638 -0.0004771716537948091
x 52998 -897.6076853362525 -352.0959596366864 -1.4672673612159388
z 52998 114 7.225564249036454 -0.8714054709760655
z 52998 356 5.016214662482688 0.7638126161004051
z 52998 389 4.2227693698372395 0.14148069596329726
z 52998 3271 5.938143816372644 -0.2885093253217228
z 52998 4249 7.901612501378049 1.6912670736662072
z 52998 4996 6.4577173118780715 1.5007354588018629
z 52998 5009 5.9552645824379695 -1.340051734157301
z 52998 6219 6.554630635322994 0.20539825828939628
z 52998 6313 7.87325866081781 0.1533040796642977
z 52998 6854 8.133828093642599 -0.2726668258842597
z 52998 7909 6.001465855563961 -1.1263968499121173
z 52998 8038 2.1486531483274436 -0.020921335892761128
z 52998 8478 7.688526294804603 -0.6033111002301963
z 52998 12432 5.728375066015087 1.7758718088380148
z 52998 12440 6.43490909571402 1.5271482479097136
z 52998 12489 6.059223773843186 -1.2050807425002112
z 52998 13097 6.395375341624089 0.4775683670206794
z 52998 13946 3.162523817020166 1.2217987572772984
z 52998 14042 5.540572611648138 1.1591294055273034
z 52998 14307 1.5199780287776135 -0.22728352003135477
z 52998 14512 7.202622090031084 0.5404839441568265
z 52998 15164 7.875344152114845 -1.3837636488267595
z 52998 15477 3.11485533721806 1.615544774668999
z 52998 16068 7.5048862890216 -1.0205156924353718
u 52999 1.043694216724806 -0.0063798207534553454
x 52999 -897.5359946830688 -352.95636065213773 -1.5080646007734009
z 52999 114 6.599386258159333 -0.9860170277326086
z 52999 356 4.32583060851537 0.9384213100058778
z 52999 389 3.1935265293892643 0.19499373927865982
z 52999 1275 8.08989667236887 0.0552849037733143
z 52999 3271 4.945378602913977 -0.34156577267059074
z 52999 4249 8.096863732907876 1.8259148413141997
z 52999 4926 8.232024870778295 -0.07363407279600409
z 52999 4996 6.472300613466578 1.668712516614038
z 52999 6219 5.5377800723932475 0.25081566475172234
z 52999 6313 6.844253651091257 0.18345289878062943
z 52999 6854 7.133215974855063 -0.30524975398938636
z 52999 7654 7.841109938455741 0.41562488508602247
z 52999 7909 5.628953774786059 -1.2879556480510441
z 52999 8038 1.1052796903029614 -0.031284833570788706
z 52999 8478 6.852597230877622 -0.683051427881443
z 52999 10243 8.014126610933173 -0.41655710041016825
z 52999 12432 6.031244312587875 1.9523793595220358
z 52999 12440 6.477195209033619 1.6952334115573535
z 52999 12489 5.765648997923113 -1.3683541620914745
z 52999 13097 5.491244063226992 0.5719575558520669
z 52999 13946 2.9754429889843266 1.5644863375422284
z 52999 14042 5.214725176559862 1.3502349214423006
z 52999 14307 0.5533356615993671 -0.6534156707213015
z 52999 14512 6.332471797156574 0.6322239855180429
z 52999 15164 7.746103446546028 -1.5100802735845225
z 52999 15477 3.332144779734977 1.9401268649023704
z 52999 16068 7.012710568006725 -1.1410859495671755
u 53000 0.9571664291281535 -0.0066521162977485684
x 53000 -897.4289075870023 -353.95586290948967 -1.4200615177355582
z 53000 114 6.120394953734856 -1.1098497759235735
z 53000 356 3.8414313606959216 1.1479367144486083
z 53000 389 2.2629945550993584 0.2850759169387391
z 53000 1275 7.134595898384294 0.06979574191076798
z 53000 3271 4.05490482195664 -0.41332210850227824
z 53000 4249 8.39266511400021 1.943051683447914
z 53000 4926 7.277535611812661 -0.07622160544934697
z 53000 4996 6.637702966424356 1.819324152446403
z 53000 6219 4.617634886905004 0.30960581781823393
z 53000 6313 5.9064114713498554 0.22020237283519606
z 53000 6854 6.225856695180926 -0.34432937820888787
z 53000 7408 7.940735222272995 0.7723111930844029
z 53000 7654 6.977597345389288 0.47810986006416556
z 53000 7909 5.43687054791235 -1.4510081359500528
z 53000 8038 0.1508807055327395 -0.2029189064090806
z 53000 8478 6.1377267562106805 -0.7745825327518117
z 53000 10243 7.147870301766771 -0.4637048656158691
z 53000 10925 8.116958588363403 1.212114284492273
z 53000 12432 6.451916419077151 2.096967357904286
z 53000 12440 6.667091773055508 1.8447665822356356
z 53000 12489 5.648338643749257 -1.528357057109635
z 53000 13097 4.716981683953049 0.6892378305545295
z 53000 13946 3.1228878934877295 1.882650735209606
z 53000 14042 5.094893865903696 1.5413839427502456
z 53000 14512 5.5911438415646675 0.740675465917823
z 53000 15164 7.743983303964149 -1.627090794243994
z 53000 15741 8.334814099414496 -1.1186996864337084
z 53000 16068 6.667901314311396 -1.2651033848075013
u 53001 1.0033262048025382 0.0014644246922049008
x 53001 -897.3014098122899 -354.9360785050934 -1.4628411840136821
z 53001 114 5.745536398534952 -1.2684180573011457
z 53001 356 3.548916741972622 1.407140968826452
z 53001 389 1.330077353379628 0.49683574640930583
z 53001 1275 6.134052425923574 0.07961906567456145
z 53001 3271 3.16223237950355 -0.5427869003565342
z 53001 4926 6.277652712944208 -0.08997335112904592
z 53001 4996 6.95216653527982 1.958230588031137
z 53001 6219 3.67446949768651 0.39124131966345566
z 53001 6313 4.93199182739562 0.26304218559496384
z 53001 6854 5.292564396873063 -0.40996169935012183
z 53001 7408 7.255347574915803 0.86742046877227
z 53001 7654 6.10387232819733 0.5522399237676767
z 53001 7909 5.410212669966454 -1.6376669848083845
z 53001 8038 0.8561074194490521 -3.106673340532394
z 53001 8478 5.466448043143775 -0.9048719658472404
z 53001 10243 6.26695721397725 -0.5369418375994583
z 53001 10925 7.820664799615837 1.3310346425507715
z 53001 12440 7.004782922281728 1.9816639464021026
z 53001 12489 5.695420220906288 -1.706753654789667
z 53001 13097 3.993429201214411 0.8480958854129601
z 53001 13946 3.560541133260165 2.1527745198871617
z 53001 14042 5.162989905048264 1.7354043505044325
z 53001 14512 4.89713072241651 0.877793994961733
z 53001 15164 7.8652161765589375 -1.7562596548260458
z 53001 15741 7.948611033115884 -1.2339951336701631
z 53001 16068 6.43817536128014 -1.4157702438342277
u 53002 0.9857896106356357 -0.004045555914368994
x 53002 -897.1754108767058 -356.1377537646634 -1.4698094802138613
z 53002 114 5.530622736063096 -1.4352504350351847
z 53002 356 3.5271192392867152 1.6906557633075234
z 53002 389 0.6619081699770513 1.2939683351078966
z 53002 1275 5.152174238022623 0.09926881276746435
z 53002 3271 2.3720212084440786 -0.7543502034284812
z 53002 4926 5.296381861658047 -0.10227722569745268
z 53002 4996 7.382997908446725 2.086115223646659
z 53002 6219 2.7896282150849756 0.5311199504534807
z 53002 6313 3.988999430405348 0.331873362453587
z 53002 6854 4.40506322119642 -0.49481293963148154
z 53002 7408 6.661970601389437 0.9847547795366829
z 53002 7654 5.291166407971262 0.6545005127311092
z 53002 7909 5.561780854078249 -1.8114276944330836
z 53002 8478 4.917163422418075 -1.0588787995818372
z 53002 10243 5.442124637171851 -0.6253682394478424
z 53002 10925 7.6487451986783945 1.4606674259879728
z 53002 12440 7.455221939037939 2.107123768227946
z 53002 12489 5.9083877030168 -1.8688224384775065
z 53002 13097 3.4239853763485177 1.0701864556526486
z 53002 14042 5.4144787900773395 1.9199723877273573
z 53002 14512 4.335961707768993 1.0579508638608424
z 53002 15164 8.10321357654164 -1.872114123658159
z 53002 15741 7.677460356345596 -1.3513478883601326
z 53002 16068 6.358976960084807 -1.5654447203243098
u 53003 1.0504227268722024 0.005169389249046823
x 53003 -897.0408361732192 -357.066872672722 -1.3841013844944712
z 53003 114 5.490978865874913 -1.6311858058447468
z 53003 356 3.7961772812967016 1.9638726923150198
z 53003 389 1.076105142702867 2.506410894572431
z 53003 1275 4.107910129306318 0.11878624164598728
z 53003 3271 1.762761851657266 -1.1810958925784778
z 53003 4926 4.253151597399316 -0.1333003171307543
z 53003 6219 1.955641721108648 0.8002315222213681
z 53003 6313 3.0142145827210127 0.4396348484771009
z 53003 6854 3.517811184105179 -0.6429432675545947
z 53003 7408 6.141215579506607 1.1223281233049978
z 53003 7654 4.501503688359648 0.7913836856697527
z 53003 7909 5.903447937329447 -1.9901639496422705
z 53003 8478 4.499437123825075 -1.2693101400900986
z 53003 10243 4.633370042613137 -0.764123073889011
z 53003 10925 7.6025881992779745 1.5932226003169685
z 53003 12489 6.299829037619366 -2.033933748776472
z 53003 13097 3.0591309217855915 1.3705592832351519
z 53003 14042 5.855251785143975 2.084344523698862
z 53003 14512 3.9260607962266354 1.2877280157465112
z 53003 15741 7.52172254220617 -1.4933243054690788
z 53003 16068 6.442282957886205 -1.7343958666844337
u 53004 1.0132618071525745 0.008086371145413385
x 53004 -896.9374216221073 -357.9440575240073 -1.522787283080412
z 53004 114 5.647479585105715 -1.8192884840802845
z 53004 1275 3.1034830355519847 0.1480889966554222
z 53004 3271 1.6704039476193668 -1.7860344123871954
z 53004 4926 3.252394194342978 -0.18405357777931997
z 53004 6219 1.4419651418124437 1.3182994155082461
z 53004 6313 2.138742244250673 0.6328076429935114
z 53004 6854 2.7773198666292367 -0.8727579630947933
z 53004 7408 5.7706001894460375 1.272822679667847
z 53004 7654 3.8538649078862712 0.9706651340675982
z 53004 7909 6.386927349905753 -2.143395635573272
z 53004 8478 4.3126907336478375 -1.5039612832072677
z 53004 10243 3.9676110105416846 -0.9505984428307412
z 53004 10925 7.688253996175309 1.7172914352616315
z 53004 13097 3.0211510877188887 1.6970976646971074
z 53004 14512 3.766639897499439 1.5405901833798712
z 53004 15741 7.5156330761850345 -1.6362760292973242
z 53004 16068 6.686412319133692 -1.892459403327126
u 53005 1.067774997859438 -0.0024056864551517012
x 53005 -896.94888917633 -359.1148611568387 -1.6383939457614283
z 53005 114 5.998857420502929 -1.9903328086069552
z 53005 1275 2.053735571948781 0.22790351888771276
z 53005 3271 2.165199533798826 -2.286450724666868
z 53005 4926 2.210961505009341 -0.26957689980481936
z 53005 6219 1.5664268859135448 2.041860198755577
z 53005 6313 1.4263961212323941 1.09465256874204
z 53005 6854 2.2441411929310306 -1.2430707585863274
z 53005 7408 5.553034422766776 1.4601617499931914
z 53005 7654 3.369365627653631 1.2379016969672367
z 53005 8478 4.37187615189977 -1.747705884226816
z 53005 10243 3.456775562456606 -1.2020608464878002
z 53005 10925 7.9161597857559105 1.8535130074203199
z 53005 13097 3.329850350585707 2.0231905340739473
z 53005 14512 3.885158123379635 1.8212930255884165
z 53005 15741 7.658708585692168 -1.7734549532032773
z 53005 16068 7.09550828882245 -2.0333686585902546
u 53006 1.0264888831933083 -0.011318969693741552
x 53006 -897.0435592232437 -359.87884812485345 -1.7497733485150198
z 53006 114 6.480182604201789 -2.124556354357642
z 53006 1275 1.0815391587691419 0.46069204667825314
z 53006 4926 1.2490597078501846 -0.47431452749971115
z 53006 6219 2.2322649647177584 2.4740646398245563
z 53006 6313 1.3269525581304296 1.8667919059370757
z 53006 6854 2.140602372912285 -1.7020220695583248
z 53006 7408 5.540335700356643 1.6567942263122672
z 53006 7654 3.191069645527967 1.5587433547986942
z 53006 8478 4.657949257694463 -1.9552796294935924
z 53006 10243 3.2260897365464123 -1.4913919181832656
z 53006 10925 8.266870314975412 1.9841559677412777
z 53006 14512 4.262508519640703 2.067731425776582
z 53006 15741 7.923819903705993 -1.889518610273905
z 53006 16068 7.6043738813518384 -2.1434868377843053
u 53007 1.0096133198708048 -0.006859854461374013
x 53007 -897.1432049545336 -360.432433236084 -1.7480066207427922
z 53007 1275 0.4859981927829156 1.6617515744091733
z 53007 4926 0.5760431097035735 -1.386693920542946
z 53007 6313 1.8895682204959419 2.4094580715222342
z 53007 6854 2.480397117434466 -2.1107381157073855
z 53007 7408 5.719593186366415 1.8403853133656192
z 53007 7654 3.3386642256121783 1.8728007240076288
z 53007 8478 5.119929114801277 -2.1325062313911882
z 53007 10243 3.299695139890282 -1.7943885728722613
z 53007 15741 8.292631332529039 -1.9986653062212003
u 53008 1.0188533650746032 0.006388523330322123
x 53008 -897.3681362559205 -361.3729670185624 -1.8630735963383247
z 53008 1275 1.1666416925710619 2.710482425528813
z 53008 4926 1.0764245643423784 -2.5904122728661285
z 53008 7408 6.067948476648349 1.9966980610702025
z 53008 7654 3.7666281775280708 2.1278896378862893
z 53008 10243 3.6657708695871487 -2.075021524486986
u 53009 1.0006648021132347 -0.005583064114658367
x 53009 -897.6386365036576 -362.1153977479879 -1.9773109227286803
z 53009 7408 6.547469387207883 2.141734967946105
u 53010 0.9962402259021405 0.004857317278507807
x 53010 -898.0152439306182 -363.105916178859 -1.8909469889278285
u 53011 1.0125048112490824 -0.012482887396172137
x 53011 -898.4141598578085 -364.1882717495688 -1.956875924475399
u 53012 1.0326719358627756 0.01239174309224912
x 53012 -898.81804975071 -365.11449029102624 -2.007124530862781
u 53013 0.9688442077305481 0.004490950355470465
x 53013 -899.4124933314296 -366.11198407981533 -2.2093215962370714
u 53014 1.0071436790396944 0.002167915268145781
x 53014 -900.0451115210607 -366.9629277161569 -2.2108388795963294
u 53015 1.0397886026939687 0.0040334842991779935
x 53015 -900.5604981802871 -367.95794159201006 -1.8865927845901824
u 53016 1.0167395677414541 0.0036951463841416103
x 53016 -900.8978289271885 -369.08208925789853 -1.8380545561787613
u 53017 1.022920974565995 0.004611765702233569
x 53017 -901.2134316435905 -370.194431605078 -1.8564628148892857
u 53018 0.9703455173728059 -0.017029897240701808
x 53018 -901.5000053051457 -371.11863066154166 -1.8864832349175058
u 53019 0.9648247560928905 -0.004061638161831346
x 53019 -901.7023938723667 -371.9524019732918 -1.731375243118758
u 53020 0.9985986640628738 -0.003926525770824671
x 53020 -901.9072208472586 -373.3924176543469 -1.6928006505788742
u 53021 1.0159289640611693 0.0059736221251375865
x 53021 -902.0212925092075 -374.1160415020315 -1.7614975738806422
u 53022 1.1525784520329558 1.5707963267948966
x 53022 -901.2074009168425 -375.0566258595975 0.046529147781873004
u 53023 1.0087894334760341 0.00663062141923202
x 53023 -899.750710694682 -375.0855806932909 -0.08627819091940703
u 53024 0.9494181550808453 -0.0011860866783541296
x 53024 -898.9389123357711 -375.1666209732256 -0.11271869316081018
u 53025 0.9893075851203275 -0.008508942737007426
x 53025 -897.9368972920678 -375.2928276439831 -0.13786749670358223
u 53026 1.0221350170090684 -0.0021823550922399713
x 53026 -897.1546310320568 -375.4410650827306 -0.23668617074578835
u 53027 0.9877501051564977 0.005724753909248206
x 53027 -896.3772263754352 -375.51574587258733 0.04514544262901854
u 53028 1.001451208583262 -0.0014526323948805837
x 53028 -895.752172733566 -375.55954785048726 -0.18507099294628304
z 53028 1118 8.384969076983769 -0.5927220356775518
u 53029 0.9719508492902764 0.010965907759770263
x 53029 -894.7219194798989 -375.7102481391013 -0.10541887577811204
z 53029 1118 7.601536066436282 -0.6757569678764055
u 53030 0.9927484531181614 0.001712148748986602
x 53030 -893.5779623658149 -375.84659600579926 -0.13184116236724108
z 53030 1118 6.855731579934879 -0.7682646851752946
z 53030 2234 7.807015118361085 -0.4064010069887707
u 53031 1.007657956354751 -0.005267536379184637
x 53031 -892.4796255012104 -375.9337707325576 -0.02656627032742387
z 53031 1118 6.168915952146717 -0.8764365308910111
z 53031 2234 6.891766940100875 -0.45860954737464876
z 53031 14951 7.9220035178855746 -0.6494317624337977
u 53032 0.9791077981006003 0.0015646409298330074
x 53032 -891.5682838200096 -376.0179125510151 -0.15756653259695064
z 53032 1118 5.5938791202826526 -1.0130041543763166
z 53032 2234 6.029819915401623 -0.5322352717304941
z 53032 10526 8.401790905581164 -0.8450460035774015
z 53032 13764 8.163462469346905 -1.0820782961337265
z 53032 14951 7.1672283591620065 -0.7337881260187427
u 53033 1.0135944541451236 0.011900466010694699
x 53033 -890.5944886952674 -376.0816109186302 0.02692765838439115
z 53033 1118 5.1355514583576785 -1.193776029910514
z 53033 2234 5.185604255692581 -0.6444937905933443
z 53033 5891 8.20966139320324 -0.29582364838554076
z 53033 7668 8.25423046253337 -0.5151656655409287
z 53033 10526 7.771063449084167 -0.9551804358087881
z 53033 13764 7.7451274642823 -1.2101513420624173
z 53033 14951 6.45481014827009 -0.8517392722022539
u 53034 0.9856159778070962 0.014282430293921528
x 53034 -889.5911815657422 -376.0157540868568 0.10416379012559407
z 53034 1118 4.866797630929413 -1.3980195387539713
z 53034 2234 4.442354869492449 -0.7937445231603419
z 53034 5891 7.274887650260737 -0.35053797281143195
z 53034 7668 7.416351020354145 -0.5957963058013886
z 53034 10526 7.252901235289966 -1.0811970212929682
z 53034 13764 7.4614392622267625 -1.3486787464987664
z 53034 14951 5.858644015009292 -0.9937385508230037
u 53035 1.0352561251086352 -0.010302737879654467
x 53035 -888.2948900568614 -375.84878104738425 0.15204197166715083
z 53035 1118 4.793117782784508 -1.601928479880105
z 53035 2234 3.784596603016445 -0.9787219855833125
z 53035 5891 6.310514292188883 -0.3958053033269011
z 53035 7668 6.5817890079625725 -0.6732004368679316
z 53035 10526 6.822462413824493 -1.204840308641995
z 53035 13764 7.298212518636077 -1.477022170263794
z 53035 14951 5.3596025464341945 -1.1454794766075496
u 53036 0.9785794848197295 -0.00086933314371062
x 53036 -887.381282939941 -375.72782217865546 0.1112209700587865
z 53036 1118 4.92133319778676 -1.801142170984308
z 53036 2234 3.338317225013349 -1.223483509256537
z 53036 5891 5.420547586835155 -0.46452386404926127
z 53036 7668 5.848319797504277 -0.7767907914083985
z 53036 10206 8.47826208327399 -0.229243056108543
z 53036 10526 6.536057923608392 -1.344212907798491
z 53036 12991 8.268760314155172 -1.2222476712398034
z 53036 13764 7.271716233173281 -1.6105335520772117
z 53036 14951 5.034947772079987 -1.3225545988659886
u 53037 0.9280158742807422 -0.003944259519139214
x 53037 -886.2859006702007 -375.70932129970294 -0.07744441455417483
z 53037 1118 5.210436276430296 -1.9715627316318272
z 53037 2234 3.144063519569135 -1.5005652844422588
z 53037 5891 4.608693731098801 -0.5505553061644353
z 53037 7668 5.225694411037748 -0.8974058258006994
z 53037 10206 7.576996563481154 -0.25289897539355444
z 53037 10526 6.3900474465591595 -1.4821961754577606
z 53037 12991 7.997726238552993 -1.327499560061745
z 53037 13764 7.365368003281076 -1.7328316467589309
z 53037 14951 4.888556118263041 -1.5035860845837066
u 53038 0.9607463833488785 0.007409760805366847
x 53038 -885.3618600734656 -375.7124378513826 0.0706989536438658
z 53038 2234 3.2259197015974546 -1.80969347563574
z 53038 5891 3.8253496662981212 -0.6905379732812102
z 53038 7668 4.690202216250499 -1.0661126218705008
z 53038 10206 6.652179899708312 -0.296971710308521
z 53038 10526 6.380800040874559 -1.6402002238761528
z 53038 12991 7.825588954724068 -1.454456514258431
z 53038 13764 7.5833095663303824 -1.8655247052990442
z 53038 14951 4.921878303641021 -1.7070546953794996
z 53038 15063 8.099019240421114 -0.688961843427168
z 53038 15233 8.488605834845908 -1.463009046980317
u 53039 1.0106452638277583 0.005304975850044547
x 53039 -884.5791194776496 -375.6942350131563 -0.024196809819837295
z 53039 2234 3.6038473134292763 -2.0907740512231454
z 53039 5891 3.115615045457498 -0.9046338758738979
z 53039 7668 4.296211644468624 -1.2791214806234847
z 53039 7983 7.9990484513906495 -0.8184328366341211
z 53039 10206 5.694381300348301 -0.35468615368485956
z 53039 10526 6.5318105603487355 -1.800449409642872
z 53039 12991 7.776042386226282 -1.5892530179572375
z 53039 13764 7.938473809457639 -1.9928539235722074
z 53039 14951 5.159826234155719 -1.9075784198648318
z 53039 15063 7.348925561951525 -0.7820890870322676
z 53039 15233 8.442585955926162 -1.5876439290697077
u 53040 0.9893832679388147 0.002042254081383403
x 53040 -883.6715839521245 -375.70244583281476 0.006102541538241191
z 53040 5891 2.623172773389778 -1.2079833784351865
z 53040 7668 4.123111931291833 -1.5131341056943635
z 53040 7983 7.35927795156837 -0.9188791525069266
z 53040 10206 4.779369293034428 -0.42888337715484903
z 53040 10526 6.826309740711862 -1.9440618099314468
z 53040 12991 7.857824110585833 -1.7175168474263924
z 53040 13764 8.39330871106954 -2.1025884620832005
z 53040 14951 5.566548774612914 -2.0781091601190624
z 53040 15063 6.684270897158025 -0.8887458647293691
u 53041 0.9744641243983746 -0.001439358498516471
x 53041 -882.8786936453856 -375.7296117946042 -0.07459963167384132
z 53041 5891 2.4520942926668563 -1.5870918952983546
z 53041 7668 4.18100014178783 -1.7465194598732574
z 53041 7983 6.811641917831504 -1.031343892266805
z 53041 9791 8.163017359743789 -1.265807030695578
z 53041 10206 3.9138395216185278 -0.5310053757346873
z 53041 10526 7.238133284392028 -2.0683475395601825
z 53041 12991 8.057477925492414 -1.8360172420375065
z 53041 15063 6.116341991085891 -1.011229410702477
u 53042 1.0317359949783254 0.011485971402035333
x 53042 -881.9383663961048 -375.8568348769434 -0.19436038922202048
z 53042 5891 2.681181741765739 -1.9934724386380105
z 53042 7668 4.483549864998304 -1.9863200106598935
z 53042 7983 6.349208219727184 -1.1831885531528168
z 53042 9791 7.920460079997262 -1.402089139738713
z 53042 10206 3.072822969370841 -0.7150350660243561
z 53042 12991 8.392712031927452 -1.96622826415597
z 53042 15063 5.642363345310383 -1.178870382634284
u 53043 0.9896194050613532 0.00736539008510955
x 53043 -880.5035882182465 -376.2290647026549 -0.3133147161680432
z 53043 7983 6.048538552360703 -1.342843788057058
z 53043 9791 7.819063780183252 -1.5346263357724244
z 53043 10206 2.4174542558207355 -0.9953085812326048
z 53043 15063 5.346773006334114 -1.3583967954998253
u 53044 1.0579576023109585 0.0074407647197772125
x 53044 -879.4936327820744 -376.5780370808173 -0.35206386444425464
z 53044 1732 8.402770783674804 -0.9334708361529351
z 53044 7983 5.90409313984694 -1.5258898108044676
z 53044 9791 7.856224360567721 -1.6770705083509503
z 53044 10206 2.0482838562967407 -1.4520718334746094
z 53044 10362 8.338995626426271 -0.8867927648659775
z 53044 15063 5.231013275215111 -1.5650108561023717
u 53045 1.009925050923788 0.009327625174789494
x 53045 -878.7729902411847 -376.8611619195284 -0.3966400778093697
z 53045 1732 7.847987239862972 -1.0467648386772561
z 53045 7983 5.9496620596171255 -1.7056482107998328
z 53045 9791 8.03100213453676 -1.811705611136511
z 53045 10206 2.1781958978146108 -1.940112937012485
z 53045 10362 7.744442438143965 -0.9977494733054875
z 53045 15063 5.3264988368421795 -1.7650963915891942
u 53046 0.9560065853902976 0.007867226186330439
x 53046 -877.9929517267783 -377.1960792427636 -0.4144754992230304
z 53046 1732 7.41941236206743 -1.1666801097983275
z 53046 7983 6.155173070608861 -1.8679523764445003
z 53046 9791 8.314633736722127 -1.9313547967112195
z 53046 10362 7.273982569372937 -1.1165562352677174
z 53046 15063 5.593854697928267 -1.9413133123074902
u 53047 0.9566445513199728 0.0021822484925539645
x 53047 -876.9048686179464 -377.68926932817857 -0.4366562113039558
z 53047 1732 7.098967621138183 -1.2931432859308924
